Date,Type,S0,K,T,r,sigma,Close Price,LTP,MC Price,MC StdErr,Error vs Close,Error vs LTP,Percent Error vs Close,Percent Error vs LTP
2025-11-13,CE,25879.15,25900.0,33.0,0.1,0.0745315652220664,437.3,447.45,473.896312120865,16.595626842042062,36.59631212086498,26.446312120865002,8.368697031983759,5.910450803635044
2025-11-13,PE,25879.15,25700.0,33.0,0.1,0.0745315652220664,193.75,191.35,95.17084090063558,7.6034826785390095,-98.57915909936442,-96.17915909936441,-50.879565986768725,-50.26347483635454
2025-11-13,CE,25879.15,26050.0,33.0,0.1,0.0745315652220664,327.7,327.7,372.2064170689635,15.471899938636765,44.506417068963515,44.506417068963515,13.581451653635495,13.581451653635495
2025-11-13,PE,25879.15,25850.0,33.0,0.1,0.0745315652220664,224.35,224.35,136.76730850563558,8.499552777869956,-87.58269149436441,-87.58269149436441,-39.03841831707797,-39.03841831707797
2025-11-13,CE,25879.15,26100.0,33.0,0.1,0.0745315652220664,327.25,327.35,344.55027853445733,14.8210172394231,17.300278534457334,17.20027853445731,5.286563341316222,5.25440004107448
2025-11-13,CE,25879.15,25950.0,33.0,0.1,0.0745315652220664,404.85,404.85,413.2210988076862,15.769015997231794,8.371098807686167,8.371098807686167,2.067703793426248,2.067703793426248
2025-11-13,PE,25879.15,26100.0,33.0,0.1,0.0745315652220664,360.6,360.6,230.9653281012291,11.628846639674817,-129.63467189877093,-129.63467189877093,-35.949714891506076,-35.949714891506076
2025-11-13,PE,25879.15,26500.0,33.0,0.1,0.0745315652220664,555.95,555.95,451.2520264153423,15.486762737211366,-104.69797358465775,-104.69797358465775,-18.832264337558726,-18.832264337558726
2025-11-13,PE,25879.15,25600.0,33.0,0.1,0.0745315652220664,163.15,161.0,69.65260231521998,6.127412598992259,-93.49739768478003,-91.34739768478002,-57.307629595329466,-56.737514089925476
2025-11-13,PE,25879.15,24000.0,33.0,0.1,0.0745315652220664,19.95,19.95,0.3589680357336351,0.35896803573363517,-19.591031964266364,-19.591031964266364,-98.20066147501937,-98.20066147501937
2025-11-13,PE,25879.15,26000.0,33.0,0.1,0.0745315652220664,299.15,297.9,191.93756371949195,10.084731855006755,-107.21243628050803,-105.96243628050803,-35.839022657699495,-35.56980069839142
2025-11-13,PE,25879.15,24650.0,33.0,0.1,0.0745315652220664,56.95,56.95,2.916751109922547,1.1680376619322226,-54.03324889007746,-54.03324889007746,-94.87840015816937,-94.87840015816937
2025-11-13,CE,25879.15,26350.0,33.0,0.1,0.0745315652220664,215.0,215.0,222.00382603937618,11.957055948622767,7.003826039376179,7.003826039376179,3.257593506686595,3.257593506686595
2025-11-13,PE,25879.15,26150.0,33.0,0.1,0.0745315652220664,353.0,353.0,223.90869291899983,11.460590277505842,-129.09130708100017,-129.09130708100017,-36.56977537705387,-36.56977537705387
2025-11-13,CE,25879.15,25800.0,33.0,0.1,0.0745315652220664,494.55,491.0,504.16451756235546,16.247539650747203,9.614517562355445,13.164517562355456,1.9440941385816288,2.6811644729848183
2025-11-13,PE,25879.15,25900.0,33.0,0.1,0.0745315652220664,255.95,258.65,144.0039615044708,9.269345388399216,-111.9460384955292,-114.64603849552918,-43.73746376070686,-44.32477807675592
2025-11-14,CE,25910.05,26800.0,32.0,0.1,0.0741363970063935,83.2,86.9,87.73646017351464,7.009938706957688,4.536460173514641,0.836460173514638,5.452476170089712,0.9625548602009643
2025-11-14,CE,25910.05,26400.0,32.0,0.1,0.0741363970063935,178.75,196.8,200.2284345668839,11.406507877298218,21.47843456688389,3.4284345668838796,12.015907450004974,1.7420907352052235
2025-11-14,PE,25910.05,26000.0,32.0,0.1,0.0741363970063935,299.4,290.0,175.7443355043926,10.359731286181068,-123.65566449560737,-114.25566449560739,-41.30115714616145,-39.39850499848531
2025-11-14,PE,25910.05,25900.0,32.0,0.1,0.0741363970063935,259.45,256.05,150.27140134930812,9.532830817840644,-109.17859865069187,-105.77859865069189,-42.08078575860161,-41.31169640722198
2025-11-14,PE,25910.05,25200.0,32.0,0.1,0.0741363970063935,86.0,86.0,18.285096051955264,2.8161021921893434,-67.71490394804474,-67.71490394804474,-78.73826040470318,-78.73826040470318
2025-11-14,CE,25910.05,26350.0,32.0,0.1,0.0741363970063935,198.75,223.55,211.29007374626036,11.31410544910375,12.540073746260362,-12.25992625373965,6.3094710673008105,-5.48419872679027
2025-11-14,PE,25910.05,26400.0,32.0,0.1,0.0741363970063935,497.8,498.0,315.25824295098386,13.12637773689339,-182.54175704901616,-182.74175704901614,-36.66969808136122,-36.69513193755344
2025-11-14,CE,25910.05,25850.0,32.0,0.1,0.0741363970063935,435.7,467.95,495.5274964083698,16.608706414923635,59.827496408369825,27.577496408369825,13.731351023265969,5.89325705916654
2025-11-14,CE,25910.05,26200.0,32.0,0.1,0.0741363970063935,272.65,282.3,284.00700357196223,12.985645711293179,11.357003571962252,1.7070035719622183,4.165414843925272,0.6046771420340837
2025-11-14,PE,25910.05,25300.0,32.0,0.1,0.0741363970063935,99.05,97.1,24.001281398062414,3.6065151735418044,-75.04871860193758,-73.09871860193758,-75.76851953754425,-75.28189351383891
2025-11-14,PE,25910.05,25950.0,32.0,0.1,0.0741363970063935,292.8,292.8,140.2412766707109,9.106622849778201,-152.5587233292891,-152.5587233292891,-52.10338911519437,-52.10338911519437
2025-11-14,PE,25910.05,25450.0,32.0,0.1,0.0741363970063935,120.8,120.0,42.97314581816996,4.84564890423527,-77.82685418183004,-77.02685418183003,-64.42620379290567,-64.18904515152502
2025-11-14,CE,25910.05,26100.0,32.0,0.1,0.0741363970063935,319.15,337.2,323.48211634481225,13.504652172516666,4.3321163448122775,-13.717883655187734,1.3573919300680801,-4.068174274966706
2025-11-14,CE,25910.05,26050.0,32.0,0.1,0.0741363970063935,349.9,349.9,370.5313396711362,14.000663040503753,20.63133967113623,20.63133967113623,5.896353149796008,5.896353149796008
2025-11-14,PE,25910.05,25600.0,32.0,0.1,0.0741363970063935,164.35,158.15,58.71190493519558,5.699895107313774,-105.63809506480442,-99.43809506480443,-64.27629757517762,-62.87581097995854
2025-11-14,CE,25910.05,27150.0,32.0,0.1,0.0741363970063935,34.9,34.9,27.49592397765673,3.889223288229143,-7.4040760223432684,-7.4040760223432684,-21.215117542530855,-21.215117542530855
2025-11-14,PE,25910.05,25000.0,32.0,0.1,0.0741363970063935,57.9,59.4,12.69072677959452,2.47167573726449,-45.20927322040548,-46.70927322040548,-78.08164632194384,-78.63514010169273
2025-11-14,CE,25910.05,27000.0,32.0,0.1,0.0741363970063935,51.35,49.25,53.947642653595175,5.768957797211256,2.597642653595173,4.6976426535951745,5.058700396485245,9.538360717959746
2025-11-14,PE,25910.05,25850.0,32.0,0.1,0.0741363970063935,242.15,223.55,121.85552910175271,8.296856132289374,-120.2944708982473,-101.6944708982473,-49.67766710644117,-45.49070494218175
2025-11-14,CE,25910.05,26500.0,32.0,0.1,0.0741363970063935,153.2,160.25,158.68353573247515,9.659530185658705,5.483535732475161,-1.5664642675248501,3.5793314180647267,-0.9775128034476444
2025-11-14,PE,25910.05,24000.0,32.0,0.1,0.0741363970063935,17.5,15.0,0.0,0.0,-17.5,-15.0,-100.0,-100.0
2025-11-14,PE,25910.05,25400.0,32.0,0.1,0.0741363970063935,114.3,109.65,33.77890196311488,4.4605116870599275,-80.52109803688512,-75.87109803688512,-70.4471548879135,-69.19388785853636
2025-11-14,CE,25910.05,27450.0,32.0,0.1,0.0741363970063935,21.65,22.0,13.830806307659564,2.5174604323306364,-7.819193692340434,-8.169193692340436,-36.1163680939512,-37.13269860154744
2025-11-14,PE,25910.05,25800.0,32.0,0.1,0.0741363970063935,225.4,213.55,94.37528037548672,7.116475254636665,-131.0247196245133,-119.17471962451329,-58.12986673669622,-55.80647137649885
2025-11-14,CE,25910.05,25950.0,32.0,0.1,0.0741363970063935,393.0,393.0,434.69321979077284,15.97620019210348,41.693219790772844,41.693219790772844,10.608961778822607,10.608961778822607
2025-11-14,CE,25910.05,25900.0,32.0,0.1,0.0741363970063935,420.5,433.8,453.1551058783224,15.86536646207353,32.65510587832239,19.355105878322377,7.76578023265693,4.461757924924476
2025-11-14,CE,25910.05,26000.0,32.0,0.1,0.0741363970063935,378.35,389.5,406.26116333124855,15.37188529756993,27.91116333124853,16.761163331248554,7.3770750181706175,4.303251176187048
2025-11-14,PE,25910.05,26150.0,32.0,0.1,0.0741363970063935,391.0,391.0,230.72096219739305,11.35966128741964,-160.27903780260695,-160.27903780260695,-40.99208127943912,-40.99208127943912
2025-11-14,CE,25910.05,25800.0,32.0,0.1,0.0741363970063935,501.8,511.0,562.9084320518825,17.260906450032852,61.10843205188252,51.90843205188253,12.177846164185436,10.158205880994624
2025-11-14,PE,25910.05,25350.0,32.0,0.1,0.0741363970063935,102.4,103.0,29.412930504021624,3.5636497187831253,-72.98706949597837,-73.58706949597837,-71.27643505466638,-71.44375679221201
2025-11-14,PE,25910.05,26500.0,32.0,0.1,0.0741363970063935,565.2,565.0,450.7557191940313,15.354786559627458,-114.44428080596873,-114.24428080596869,-20.2484573258968,-20.22022669132189
2025-11-14,PE,25910.05,24650.0,32.0,0.1,0.0741363970063935,40.0,40.0,4.901181672906166,1.5024137423521335,-35.09881832709384,-35.09881832709384,-87.74704581773459,-87.74704581773459
2025-11-14,PE,25910.05,25500.0,32.0,0.1,0.0741363970063935,136.65,127.45,47.10648440241358,5.039173356942562,-89.54351559758643,-80.34351559758642,-65.52763673442111,-63.03924330920865
2025-11-14,CE,25910.05,27600.0,32.0,0.1,0.0741363970063935,12.95,12.95,4.567054983153936,1.2615423066099904,-8.382945016846064,-8.382945016846064,-64.73316615325146,-64.73316615325146
2025-11-14,PE,25910.05,25700.0,32.0,0.1,0.0741363970063935,195.85,184.3,83.24360337924814,6.730859400124937,-112.60639662075185,-101.05639662075187,-57.49624540247733,-54.83255378228533
2025-11-14,PE,25910.05,26050.0,32.0,0.1,0.0741363970063935,315.85,315.85,192.70698973203363,10.253491491272069,-123.14301026796639,-123.14301026796639,-38.987813920521255,-38.987813920521255
2025-11-14,PE,25910.05,26100.0,32.0,0.1,0.0741363970063935,347.6,346.0,205.0980219450356,10.713259871504636,-142.5019780549644,-140.9019780549644,-40.99596606874695,-40.72311504478739
2025-11-17,PE,26013.45,26150.0,29.0,0.1,0.0711209892948721,305.0,305.0,182.48597815272018,9.767222972891496,-122.51402184727982,-122.51402184727982,-40.1685317532065,-40.1685317532065
2025-11-17,PE,26013.45,26000.0,29.0,0.1,0.0711209892948721,235.25,234.9,130.53134504848282,8.542580791647303,-104.71865495151718,-104.36865495151719,-44.51377468714865,-44.4311004476446
2025-11-17,CE,26013.45,26350.0,29.0,0.1,0.0711209892948721,244.15,244.15,235.05354777453113,11.272891461868408,-9.09645222546888,-9.09645222546888,-3.7257637622235835,-3.7257637622235835
2025-11-17,CE,26013.45,25700.0,29.0,0.1,0.0711209892948721,619.2,619.2,664.0164698609884,16.94082479867586,44.81646986098838,44.81646986098838,7.237801980133781,7.237801980133781
2025-11-17,CE,26013.45,26450.0,29.0,0.1,0.0711209892948721,185.5,185.5,207.2495669126234,10.764668469188488,21.749566912623408,21.749566912623408,11.724833915160866,11.724833915160866
2025-11-17,PE,26013.45,24500.0,29.0,0.1,0.0711209892948721,22.95,23.35,0.0003360035728889943,0.0003360035728889942,-22.94966399642711,-23.34966399642711,-99.99853593214428,-99.9985610125358
2025-11-17,PE,26013.45,25450.0,29.0,0.1,0.0711209892948721,90.6,90.05,29.044532443706423,3.564036243857237,-61.55546755629357,-61.005467556293574,-67.94201717030197,-67.74621605362974
2025-11-17,CE,26013.45,26400.0,29.0,0.1,0.0711209892948721,218.55,221.35,212.43558554079277,10.879382562990365,-6.114414459207239,-8.914414459207222,-2.7977188099781465,-4.027293634157317
2025-11-17,CE,26013.45,26550.0,29.0,0.1,0.0711209892948721,149.45,149.45,165.5150358042292,9.50188539254419,16.06503580422921,16.06503580422921,10.749438477236007,10.749438477236007
2025-11-17,PE,26013.45,25550.0,29.0,0.1,0.0711209892948721,107.3,107.3,35.46447139708536,4.4514354443444955,-71.83552860291464,-71.83552860291464,-66.94830251902576,-66.94830251902576
2025-11-17,PE,26013.45,25800.0,29.0,0.1,0.0711209892948721,168.75,169.0,64.72957822496198,5.47553976867626,-104.02042177503802,-104.27042177503802,-61.64173142224475,-61.69847442309941
2025-11-17,CE,26013.45,26600.0,29.0,0.1,0.0711209892948721,144.75,143.0,127.76529875436295,8.100086955076165,-16.984701245637055,-15.234701245637055,-11.73381778627776,-10.653637234711228
2025-11-17,CE,26013.45,26500.0,29.0,0.1,0.0711209892948721,175.3,177.0,169.60204897362047,9.533125033359331,-5.697951026379542,-7.3979510263795305,-3.2503999009580955,-4.179633348237023
2025-11-17,PE,26013.45,25700.0,29.0,0.1,0.0711209892948721,141.2,140.0,54.333393050248645,4.95313987172055,-86.86660694975134,-85.66660694975135,-61.5202598794273,-61.190433535536684
2025-11-17,CE,26013.45,26050.0,29.0,0.1,0.0711209892948721,392.85,392.85,383.78723366223625,14.042556005265443,-9.062766337763776,-9.062766337763776,-2.3069279210293434,-2.3069279210293434
2025-11-17,CE,26013.45,26300.0,29.0,0.1,0.0711209892948721,255.0,255.0,263.7303970885449,12.215076981572688,8.730397088544919,8.730397088544919,3.423685132762713,3.423685132762713
2025-11-17,PE,26013.45,25600.0,29.0,0.1,0.0711209892948721,115.8,116.0,38.38647421455385,4.157301002475235,-77.41352578544615,-77.61352578544614,-66.85105853665472,-66.9082118840053
2025-11-17,PE,26013.45,26100.0,29.0,0.1,0.0711209892948721,272.0,275.85,146.0124675788341,8.497864581866173,-125.9875324211659,-129.83753242116592,-46.318945743075695,-47.068164734879794
2025-11-17,PE,26013.45,24000.0,29.0,0.1,0.0711209892948721,14.1,14.1,0.0,0.0,-14.1,-14.1,-100.0,-100.0
2025-11-17,PE,26013.45,25750.0,29.0,0.1,0.0711209892948721,162.65,162.65,63.76052817028299,5.561352852643682,-98.88947182971702,-98.88947182971702,-60.798937491372286,-60.798937491372286
2025-11-17,CE,26013.45,27600.0,29.0,0.1,0.0711209892948721,12.45,12.95,5.308451407725046,1.2072789405294027,-7.141548592274953,-7.641548592274953,-57.36183608252975,-59.00809723764443
2025-11-17,PE,26013.45,26050.0,29.0,0.1,0.0711209892948721,259.05,259.05,148.76891825705562,8.875610174160673,-110.2810817429444,-110.2810817429444,-42.57134983321536,-42.57134983321536
2025-11-17,PE,26013.45,25350.0,29.0,0.1,0.0711209892948721,83.4,83.4,15.056753136066778,2.400804798437403,-68.34324686393323,-68.34324686393323,-81.94633916538756,-81.94633916538756
2025-11-17,CE,26013.45,27150.0,29.0,0.1,0.0711209892948721,35.05,33.9,26.667603320494198,4.115318773527262,-8.3823966795058,-7.232396679505801,-23.91553974181398,-21.334503479368145
2025-11-17,PE,26013.45,25400.0,29.0,0.1,0.0711209892948721,81.85,79.55,19.447289820293808,2.9368584341472816,-62.40271017970619,-60.10271017970619,-76.24033009127209,-75.55337546160426
2025-11-17,CE,26013.45,26150.0,29.0,0.1,0.0711209892948721,337.85,337.85,353.01154778906084,14.13044797571336,15.161547789060819,15.161547789060819,4.4876565899247645,4.4876565899247645
2025-11-17,CE,26013.45,26100.0,29.0,0.1,0.0711209892948721,361.0,363.0,388.90878580384924,14.248927097344575,27.90878580384924,25.90878580384924,7.730965596634139,7.137406557534226
2025-11-17,CE,26013.45,27000.0,29.0,0.1,0.0711209892948721,52.4,53.0,41.65851558476006,4.519275514283018,-10.741484415239938,-11.34148441523994,-20.499016059618203,-21.399027198565925
2025-11-17,PE,26013.45,26400.0,29.0,0.1,0.0711209892948721,429.15,428.15,273.0440882206198,11.373819492741564,-156.10591177938016,-155.10591177938016,-36.37560568085289,-36.22700263444591
2025-11-17,CE,26013.45,26000.0,29.0,0.1,0.0711209892948721,420.75,421.95,424.9159557132515,14.862906168155549,4.165955713251492,2.9659557132515033,0.9901261350568014,0.7029163913381925
2025-11-17,CE,26013.45,25900.0,29.0,0.1,0.0711209892948721,484.6,487.35,502.4042828503986,15.152388958851292,17.80428285039858,15.054282850398579,3.674016271233714,3.089008484743732
2025-11-17,PE,26013.45,25000.0,29.0,0.1,0.0711209892948721,40.85,40.6,2.5193439449563155,0.9022455076934609,-38.33065605504368,-38.08065605504368,-93.83269536118404,-93.79471934739823
2025-11-17,CE,26013.45,27450.0,29.0,0.1,0.0711209892948721,17.25,17.65,8.899797615697151,2.307090512859294,-8.350202384302849,-8.750202384302847,-48.40697034378463,-49.57621747480367
2025-11-17,PE,26013.45,25500.0,29.0,0.1,0.0711209892948721,98.7,98.9,29.015074873692086,3.8820552548514575,-69.68492512630792,-69.88492512630792,-70.60276101956222,-70.66220943003833
2025-11-17,CE,26013.45,26250.0,29.0,0.1,0.0711209892948721,259.45,259.45,299.4121479748187,12.743136279126281,39.96214797481872,39.96214797481872,15.402639419856898,15.402639419856898
2025-11-17,PE,26013.45,25300.0,29.0,0.1,0.0711209892948721,65.0,64.95,13.279111408685552,2.8002820869402028,-51.72088859131445,-51.67088859131445,-79.57059783279146,-79.55487081033787
2025-11-17,PE,26013.45,25850.0,29.0,0.1,0.0711209892948721,186.5,186.5,95.56580944139297,6.978784600399165,-90.93419055860703,-90.93419055860703,-48.75827911989653,-48.75827911989653
2025-11-17,CE,26013.45,26800.0,29.0,0.1,0.0711209892948721,90.3,86.4,75.07952440976506,5.970917085806832,-15.22047559023494,-11.320475590234949,-16.855454695719757,-13.102402303512672
2025-11-17,PE,26013.45,25650.0,29.0,0.1,0.0711209892948721,144.9,144.9,40.77603707112506,4.266074433096216,-104.12396292887495,-104.12396292887495,-71.85918766658035,-71.85918766658035
2025-11-17,PE,26013.45,25950.0,29.0,0.1,0.0711209892948721,220.0,220.0,111.47101729803254,7.804167047872325,-108.52898270196746,-108.52898270196746,-49.331355773621574,-49.331355773621574
2025-11-17,CE,26013.45,26200.0,29.0,0.1,0.0711209892948721,309.35,311.85,327.1221369414297,12.981135965041648,17.772136941429665,15.272136941429665,5.744993354268519,4.897270143155255
2025-11-17,CE,26013.45,25950.0,29.0,0.1,0.0711209892948721,440.0,440.0,480.01138355851816,15.395119861150377,40.01138355851816,40.01138355851816,9.093496263299581,9.093496263299581
2025-11-17,PE,26013.45,25050.0,29.0,0.1,0.0711209892948721,62.9,62.9,4.692688765014226,1.388608687723228,-58.207311234985774,-58.207311234985774,-92.53944552461968,-92.53944552461968
2025-11-17,CE,26013.45,25850.0,29.0,0.1,0.0711209892948721,515.0,515.0,559.1081382283554,16.434434893517096,44.108138228355415,44.108138228355415,8.564687034632119,8.564687034632119
2025-11-17,PE,26013.45,25900.0,29.0,0.1,0.0711209892948721,200.0,201.9,91.29005638590377,6.961243643748304,-108.70994361409623,-110.60994361409624,-54.354971807048116,-54.78451887770988
2025-11-17,CE,26013.45,25800.0,29.0,0.1,0.0711209892948721,552.8,558.0,575.5048211340919,16.229116959837313,22.704821134091958,17.504821134091912,4.107239713113596,3.13706471937131
2025-11-17,CE,26013.45,26700.0,29.0,0.1,0.0711209892948721,109.75,110.45,106.43965361491703,7.947054340107016,-3.3103463850829655,-4.010346385082968,-3.0162609431279868,-3.6309156949596813
2025-11-17,PE,26013.45,26500.0,29.0,0.1,0.0711209892948721,495.0,495.0,353.0586784542476,12.913106765704546,-141.94132154575237,-141.94132154575237,-28.675014453687346,-28.675014453687346
2025-11-17,PE,26013.45,25200.0,29.0,0.1,0.0711209892948721,56.85,56.8,11.022788552263654,2.2799912896446317,-45.827211447736346,-45.77721144773634,-80.61075012794431,-80.59368212629639
2025-11-18,PE,25910.05,24650.0,28.0,0.1,0.0728468027028103,38.8,38.8,1.6782544634449508,0.8040213576448909,-37.121745536555046,-37.121745536555046,-95.67460189833776,-95.67460189833776
2025-11-18,CE,25910.05,26100.0,28.0,0.1,0.0728468027028103,303.6,298.35,304.36326584770904,12.852735713150892,0.7632658477090217,6.013265847709022,0.2514050881782021,2.0155072390511215
2025-11-18,PE,25910.05,25350.0,28.0,0.1,0.0728468027028103,87.9,91.85,28.50694119984142,3.8421489036766654,-59.393058800158585,-63.34305880015857,-67.56889510825778,-68.96359150806596
2025-11-18,PE,25910.05,26150.0,28.0,0.1,0.0728468027028103,339.6,362.4,238.61675413362974,11.077662060866986,-100.98324586637028,-123.78324586637024,-29.735938123195016,-34.156524797563534
2025-11-18,PE,25910.05,24000.0,28.0,0.1,0.0728468027028103,14.0,14.0,0.0,0.0,-14.0,-14.0,-100.0,-100.0
2025-11-18,CE,25910.05,25900.0,28.0,0.1,0.0728468027028103,411.7,408.4,415.1698636122963,14.671116421867422,3.469863612296308,6.769863612296319,0.8428136051241943,1.6576551450284818
2025-11-18,PE,25910.05,25000.0,28.0,0.1,0.0728468027028103,48.4,49.95,6.896456398573405,1.486760675504875,-41.50354360142659,-43.0535436014266,-85.75112314344338,-86.19328048333652
2025-11-18,PE,25910.05,26050.0,28.0,0.1,0.0728468027028103,294.55,294.4,168.6373176299411,9.287597551868085,-125.91268237005892,-125.76268237005888,-42.74747322018636,-42.71830243548196
2025-11-18,PE,25910.05,26000.0,28.0,0.1,0.0728468027028103,277.8,283.55,150.13799305430916,9.16807141058564,-127.66200694569085,-133.41200694569085,-45.954646128758405,-47.05061080786134
2025-11-18,CE,25910.05,25950.0,28.0,0.1,0.0728468027028103,381.1,367.95,390.77664323991854,14.53185387609242,9.67664323991852,22.826643239918553,2.5391349356910307,6.203735083549002
